business_id,name,categories,city,state,postal_code,stars
TwtbaMMfka2Y9Hi9C8WTWQ,East Bay Animal Hospital,"Pet Services, Pet Sitting, Veterinarians, Pets, Pet Groomers",Largo,FL,33771,4.0
K3bPWU8daszLmjFs8UU1Gw,Southern Arizona Veterinary Specialty & Emergency Center,"Pets, Veterinarians, Pet Services",Tucson,AZ,85710,3.0
AmHKoDO88TY-re3_AKpdGw,Harris Veterinary Clinic,"Veterinarians, Pets, Pet Services",Nashville,TN,37209,5.0
6NVcMZlQkEr_rZMTBzRIWw,Shelbyville Road Veterinary Hospital,"Pet Groomers, Pet Boarding, Pet Services, Veterinarians, Pets, Pet Sitting",Indianapolis,IN,46237,2.5
_TbQ5yv_U5COLgRfWtYPNQ,Animal Protective Association,"Animal Shelters, Pet Adoption, Pet Stores, Veterinarians, Pets",Saint Louis,MO,63144,4.5
SNndBdvDfflgNPKO74LmGw,Transformation Pet Center,"Veterinarians, Pet Sitting, Pets, Pet Services, Pet Groomers",Tucson,AZ,85716,5.0
VMIsjL0oKUtDFPFbhqIVoQ,O'neal Animal Hospital,"Veterinarians, Pet Groomers, Pets, Pet Sitting, Pet Services",Philadelphia,PA,19104,4.0
nbZkxfaRTBuGmksYFyTh_g,Shelby Street Animal Clinic,"Pets, Veterinarians",Indianapolis,IN,46227,4.0
bLjFXzhUH5xogVvYw4dDzg,VCA Animal Hospital of Plainfield,"Pet Services, Pet Sitting, Pet Groomers, Veterinarians, Pets",Plainfield,IN,46168,4.5
kRSXodYq6A1wfpP8tGGkUw,MedVet Indianapolis,"Veterinarians, Pets, Health & Medical, Pet Services, Emergency Pet Hospital, Hospitals, Emergency Rooms",Carmel,IN,46032,4.0
cmGXUEe6GsjI0HI84yogrg,Bench Animal Hospital,"Veterinarians, Pets",Boise,ID,83705,4.0
pd8lx4So-ad4SpSN5QFHBg,Nevada Humane Society,"Animal Shelters, Veterinarians, Pet Sitting, Pet Services, Pet Stores, Pets",Reno,NV,89502,4.0
qSktp9YUAh7vQDsNAse1mg,Town & Country Veterinary Hospital,"Pets, Pet Services, Professional Services, Veterinarians",Town and Country,MO,63017,5.0
mgGI5eD49ga0N7iolZ_fIw,City Way Animal Clinics - Fountain Square,"Pet Groomers, Pet Services, Pets, Veterinarians",Indianapolis,IN,46203,4.5
e6xxUOTH4cYMX85ghG8jMQ,Animal Health Center of Land O'Lakes,"Pet Services, Veterinarians, Pet Sitting, Pets, Pet Groomers, Pet Boarding",Land O' Lakes,FL,34638,4.0
xM6GFqXfW0mvMvmp4am8Bg,Pet Pals Holistic Veterinary,"Veterinarians, Art Supplies, Arts & Crafts, Pet Services, Shopping, Pets",Indianapolis,IN,46240,4.5
Y8XtOzJB2_qxb1vkUwIyFw,Aardvark Animal Hospital,"Pets, Veterinarians",Downingtown,PA,19335,2.5
ZyDT4d2L_73Y1go5GHA4gw,Madden Animal Hospital,"Veterinarians, Pets",Ambler,PA,19002,4.0
rV_cP23_4Quc9zUVA2hNeg,All Pet Care Hospital,"Veterinarians, Pet Services, Pets, Pet Sitting",Clearwater,FL,33755,4.0
0jwZeXtZ91OaYP1XjId_Uw,PAWS Veterinary Center,"Pets, Veterinarians, Mass Media, Radio Stations",Tucson,AZ,85704,4.0
vYmDzAitbffV5nmgaBwGhw,Davis Pet Hospital,"Pets, Pet Services, Veterinarians",Collinsville,IL,62234,4.5
z3Ls9-cxMZhe2YoLMyAHEQ,Animal Health Care Clinic,"Pets, Pet Services, Veterinarians",Clearwater,FL,33765,2.0
a4H1mxquTjZnREriPff2-Q,Heart + Paw,"Pet Services, Pets, Pet Groomers, Veterinarians",Philadelphia,PA,19107,2.5
-iC85tr89DAhal4NKul6gQ,The Pet Doctor,"Pet Services, Pets, Veterinarians",Boise,ID,83709,5.0
S7_K5aPRDgu1L9vvQWVfeQ,Seven Oaks Pet Hospital,"Pet Sitting, Pets, Pet Services, Pet Hospice, Pet Groomers, Veterinarians, Emergency Pet Hospital",Wesley Chapel,FL,33544,2.5
2oeu9OVYbxQJVvP7rjdzYg,Downingtown Animal Hospital,"Veterinarians, Pets",Downingtown,PA,19335,3.0
DlKhZmybOwLco7EcYZYmeQ,Berwyn Veterinary Center,"Acupuncture, Pets, Veterinarians, Health & Medical",Berwyn,PA,19312,4.5
nhTzI_18eIsb4jMPRsBwxg,Banfield Pet Hospital,"Veterinarians, Pets",Manchester,MO,63011,3.5
td4F0h2pax7vlyxLND0S_Q,Love Animal Hospital,"Veterinarians, Pets, Pet Services",Clearwater,FL,33756,4.5
8pLHRpAe6YPL0FVOKkyVKw,VCA Valley Animal Hospital and Emergency Center,"Pet Groomers, Veterinarians, Pet Services, Emergency Pet Hospital, Pet Sitting, Pets",Tucson,AZ,85711,3.5
NYRVSifgNWRT3ebI_RYV9Q,Court Street Animal Hospital,"Pets, Pet Services, Pet Sitting, Veterinarians",Clearwater,FL,33756,5.0
q10gQHRRga0o0A37YsvodQ,The Pet Mechanic,"Veterinarians, Pets",Philadelphia,PA,19147,4.0
JrBMsLddiDZqzF4K6ypqag,Animal Veterinary Center,"Pets, Veterinarians",Bear,DE,19701,3.5
_RG4IByyBR528CMc7DefJA,BluePearl Pet Hospital,"Pets, Veterinarians",Levittown,PA,19056,3.5
xMimBPrOuJWOncQqC7x0Cg,Banfield Pet Hospital,"Pets, Veterinarians",Harvey,LA,70058,3.0
pTXFZ_KhkLP4gy6KLRqmhQ,Banfield Pet Hospital,"Pets, Veterinarians",Smyrna,TN,37167,2.5
1MJ4RXQ4p5nv2xHm9n6EJg,Banfield Pet Hospital,"Pets, Veterinarians",Seminole,FL,33772,4.0
C5Nwl3I2luh-k5ePQ-kLmw,Parker's Paws Animal Hospital,"Pet Stores, Pet Services, Veterinarians, Pets, Pet Training",Nashville,TN,37205,5.0
P0BB_HeVN-M8D31yty1LXw,Rainbow Veterinary Hospice,"Pet Services, Veterinarians, Pets, Pet Hospice",Saint Petersburg,FL,33704,5.0
ee9SnazVeaPXqDAyEHQjWg,Freeland Animal Hospital,"Pets, Pet Sitting, Veterinarians, Pet Services, Pet Groomers",Indianapolis,IN,46236,5.0
X0aVzWJ2VIkTon782vVohw,Banfield Pet Hospital,"Pets, Veterinarians",Tampa,FL,33618,3.5
d6bUs1pohZndzv-76YpcYw,Pet Health Center,"Pets, Veterinarians, Pet Services, Emergency Pet Hospital",Philadelphia,PA,19134,3.5
LMvlMffji1NmNJ5o6HSw0Q,Best Friends Animal Hospital & Pet Resort,"Veterinarians, Pet Sitting, Pets, Pet Services",Swansea,IL,62208,5.0
acVt-YGSnC9F9lxtbqlZLQ,South Jersey Animal Hospital,"Veterinarians, Pets",Medford,NJ,08055,4.5
66OSm_qfhfdwWNxXirZFFQ,Street Road Animal Hospital,"Pets, Pet Services, Veterinarians, Pet Groomers, Emergency Pet Hospital, Pet Sitting, Pet Boarding",Trevose,PA,19053,4.0
yTtlqTm_c5F9c3wA28EF1Q,Villa Rosa Veterinary Hospital,"Pet Services, Pets, Veterinarians",Wesley Chapel,FL,33544,5.0
mCJqxPAz__VyDWllhqUK7g,Newtown Square Veterinary Hospital,"Veterinarians, Pets",Newtown Square,PA,19073,4.5
nETqyOaGjqDwIWxFixVuyg,From The Heart Mobile Vet,"Pets, Pet Services, Veterinarians",Santa Barbara,CA,93109,4.0
4UVdviVigr9oo2YSwA0B4w,The Cat Hospital at Palm Harbor,"Pet Services, Pets, Veterinarians, Pet Sitting, Pet Boarding, Pet Groomers",Palm Harbor,FL,34683,4.0
EFOlgTAEXEd876-iGm4_xg,Santa Barbara Animal Medical Center,"Veterinarians, Pets, Pet Services, Pet Sitting",Santa Barbara,CA,93103,4.0
9eao8ptGCAPTA-9pgN3CNA,Animal Care Center of Pasco County,"Pet Services, Veterinarians, Pet Sitting, Pets",New Port Richey,FL,34655,4.0
xk2BZOP5CZfxyr4veOgSPw,Cat Clinic At Cherry Hill,"Pets, Veterinarians",Cherry Hill,NJ,08002,4.0
eGP0ITsTerqrwvty4w37MA,Harpeth Hills Animal Hospital,"Veterinarians, Pet Services, Pet Groomers, Pets, Pet Sitting",Nashville,TN,37221,4.5
qy_BTJAND9Utkmrkz1ocUg,Ludwigs Corner Veterinary Hospital,"Pets, Pet Services, Pet Groomers, Veterinarians",Chester Springs,PA,19425,5.0
2Z7vV_BUcNaGYXikJqq-Lw,Veterinary Hospital University of Pennsylvania,"Veterinarians, Pets",Philadelphia,PA,19104,3.0
3a-3SaMCrmmYSymz6pFTcg,Ivens Bronstein Veterinary Hospital,"Pet Sitting, Pets, Pet Services, Veterinarians",Ardmore,PA,19003,4.0
mdeSOSmDxj8_zr3NFY5TMQ,Eagle Veterinary Hospital,"Pets, Veterinarians",Eagle,ID,83616,3.5
w40EzHm_yGOB2WpdMrYuYg,Apache Trail Animal Hospital,"Health & Medical, Pets, Pet Services, Acupuncture, Veterinarians, Pet Sitting, Pet Boarding",Antioch,TN,37013,4.0
v0iXSoIe-BAZvtNHI9bKFQ,Enterprise Rd Animal Hospital,"Pets, Hospitals, Veterinarians, Health & Medical",Clearwater,FL,33759,3.5
Jwnl61m8RYJEP_iHH-0nxA,Ft Ben Boarding and Grooming,"Pet Groomers, Veterinarians, Pet Boarding, Pets, Pet Services, Pet Sitting",Indianapolis,IN,46236,5.0
nnoeKWNEPYPoYHqMsPTodg,Pima Pet Clinic,"Veterinarians, Pets",Tucson,AZ,85712,3.0
9qSeYLlh-vOHk9XX7v1LHA,Davis Island Animal Clinic,"Pets, Veterinarians",Tampa,FL,33606,4.5
iu4QK-WJIKQcISxbo-ptpw,Reata Equine Veterinary Group,"Veterinarians, Pets",Tucson,AZ,85749,4.5
W68Ah9eEcN1iK1B8wsE74A,Cinnaminson Animal Hospital,"Pets, Pet Services, Veterinarians, Pet Sitting",Cinnaminson,NJ,08077,4.5
eRtrcUyflgHRyrP1-yPMsg,VCA Garden State Animal Hospital,"Pets, Veterinarians",Cherry Hill,NJ,08002,4.0
8fV6orH4Oewan1BAAtCQyg,Harpeth Valley Animal Hospital PC,"Veterinarians, Pets",Nashville,TN,37221,4.5
Mb4VcZyATLrEODhqVqYTkQ,Angel Veterinary Hospital,"Veterinarians, Pets",Santa Barbara,CA,93111,2.5
pWA8iauMapGgshXWJDzLGQ,North Tampa Pet Depot,"Veterinarians, Pet Groomers, Pet Stores, Pets, Pet Services",Tampa,FL,33647,3.5
wR3jWd_FOzMoH6-hn5D0pA,Banfield Pet Hospital,"Pets, Veterinarians",Reno,NV,89523,3.5
qq5XMotJbKASY-XlwtsYzQ,"Bartz Sue, DVM","Veterinarians, Pets",Indianapolis,IN,46220,5.0
7-Vu4z0QdhCFizP-bHxoxQ,Pet's Best Friend Veterinary Hospital,"Veterinarians, Pets",Levittown,PA,19057,4.0
GKw06w1Q1C3ZCyFpOLNOxQ,Chestnut Hill Animal Hospital,"Veterinarians, Pets",Erdenheim,PA,19038,3.5
HqqU6VFDSEcV7s9FWyM9Qg,Noah's Ark Animal Hospital,"Pets, Veterinarians",Philadelphia,PA,19136,3.0
dev5NoQ2jiw8JdUNcKTc-A,Banfield Pet Hospital,"Pets, Veterinarians",Largo,FL,33771,2.5
-1OSMXiFyvq6VW4Y7UpjvQ,Dose's Pet Vets,"Veterinarians, Pets",Reno,NV,89503,4.0
i9t_nAXlGGZc11DpQS4fSA,Bridgeton Animal Hospital,"Pets, Veterinarians, Pet Services",Bridgeton,MO,63044,4.5
kH7EJSyzgLuluEOzMN5T7Q,Animal Medical Center,"Pet Sitting, Veterinarians, Pet Groomers, Emergency Pet Hospital, Pets, Pet Services",Indianapolis,IN,46219,5.0
a73RmTWQj8HCpjFRelChBw,Banfield Pet Hospital,"Pets, Veterinarians",Brentwood,TN,37027,3.5
9nxQpoej2jH85--usFISYQ,Hughes All Creatures Animal Clinic,"Veterinarians, Doctors, Pet Services, Pet Boarding, Pet Sitting, Health & Medical, Pets",Palm Harbor,FL,34685,5.0
MvYQBDrLAxItow6svS3mrw,Banfield Pet Hospital,"Veterinarians, Pets",Saint Louis,MO,63116,3.0
PqW2yYel66W0lhZXemH-ZQ,St Louis Cat Clinic,"Pets, Veterinarians",Saint Louis,MO,63139,4.5
yUIzHZ4jxv5a3HyC3fA50g,Sabino Veterinary Care,"Pets, Veterinarians",Tucson,AZ,85750,4.5
6IbjmbCFBy6EdfvMdMuwRg,St Pete Beach Veterinary Clinic,"Pets, Veterinarians",St. Pete Beach,FL,33706,3.5
PWZe9thJ785zpROlel7rGw,Briarcrest Veterinary Care Center,"Pets, Veterinarians",Tucson,AZ,85715,4.0
-j-AfgDcaCaWPXIe0yaqCg,Dermatology & Allergy Clinic For Animals,"Veterinarians, Pets",Santa Barbara,CA,93105,4.0
o6x71yy7SzXR6d3h2rL0jw,Harmony Vet Care Of Brandon,"Pet Services, Pets, Veterinarians",Brandon,FL,33511,4.5
AyTdOt9-9QB9kKu0GGZlRg,Brookville Road Animal Hospital,"Pets, Veterinarians",Indianapolis,IN,46239,4.5
V_aR5kAXPFdiuXB7KsCkpQ,Clearview Veterinary Hospital,"Pet Boarding, Veterinarians, Pets, Pet Sitting, Pet Services",Metairie,LA,70006,4.5
7Ro0gqeX2cM7LxuaV6u1hw,Eye Care for Animals,"Pet Services, Health & Medical, Veterinarians, Pets, Ophthalmologists, Doctors",Tucson,AZ,85705,4.0
xkgaH5_XZbw6BfLU1zKcCg,Mobile Vet Care Indiana,"Pets, Veterinarians, Pet Services",Indianapolis,IN,46202,4.0
dPt9QgLAIuI2a-CKdv5cSA,Santa Barbara Humane ,"Pet Stores, Pets, Pet Training, Animal Shelters, Pet Services, Pet Sitting, Pet Boarding, Veterinarians",Santa Barbara,CA,93111,3.0
armMgtmzqBZwAO6kVsn-Iw,Blackwood Animal Hospital,"Veterinarians, Pet Groomers, Pet Services, Pets",Blackwood,NJ,08012,3.0
hShugX_0KwXAP__cuOUChw,Doyle Animal Chiropractic,"Veterinarians, Pet Services, Pets, Health & Medical",Reno,NV,89441,5.0
WgHfeHZ8JJK6CQ6kAAkgIQ,Oaklandon Family Vet,"Pets, Veterinarians",Indianapolis,IN,46236,4.5
lVA9b2YoTuqQNIG1nttu-w,Highland Park Animal Hospital,"Pets, Pet Boarding, Pet Groomers, Veterinarians, Pet Sitting, Pet Services",Upper Darby,PA,19082,2.5
j3kZj3PdhQQ_LDkMNvT9gQ,Animal Hospital of Dunedin,"Pets, Pet Groomers, Pet Services, Pet Sitting, Veterinarians",Dunedin,FL,34698,3.5
nvNphpmV5egeCOvjKdAgcw,Belle Meade Animal Hospital,"Pet Groomers, Pets, Veterinarians, Pet Sitting, Pet Services, Pet Boarding",Nashville,TN,37205,4.5
tEPovjKUDljVz9Y9YGDFCw,Acupet Veterinary Care,"Pets, Veterinarians, Pet Sitting, Pet Services, Pet Groomers",Hudson,FL,34667,4.0
CWwmeeIGEqJQVLF4flzQBg,Noah's Ark Veterinary Office,"Veterinarians, Pets",Saint Louis,MO,63129,1.0
Jb5gWpkQcrL63FhOTn4kvw,Crystal Springs Veterinary Clinic PA,"Pets, Pet Services, Veterinarians, Pet Sitting",Zephyrhills,FL,33540,3.5
y6qWR_WTe1OQd3DcnFepqg,Cheekwood Animal Hospital,"Pet Services, Veterinarians, Pet Sitting, Pets",Nashville,TN,37205,4.0
6-YQyaKDpHQNYbP754waxw,Crestview Animal Hospital,"Veterinarians, Pets",Indianapolis,IN,46229,4.5
9sJtwo9F5uyey-Xk8zpiRw,Banfield Pet Hospital,"Veterinarians, Pets",Tucson,AZ,85712,3.5
_hmHH1uJsl3vA7zUx1QduQ,Artemis Animal Clinic,"Veterinarians, Pets",Santa Barbara,CA,93105,4.0
DYD7ZvvsBSi-Wakfp-vHOQ,Pantano Animal Clinic,"Pets, Veterinarians",Tucson,AZ,85710,4.0
tGvYdLzCvjZyMM9SttMj3Q,Mccormick Animal Clinic,"Veterinarians, Pets, Pet Groomers, Pet Services, Pet Sitting",Nashville,TN,37214,4.5
sCPnc0nPQs0hwU8JeV-e8g,The Pet Club,"Pet Groomers, Pets, Pet Services, Pet Adoption, Veterinarians, Pet Boarding, Pet Sitting, Pet Training",Marana,AZ,85741,4.0
NeLPYEY5fIoSM9CtHuefRg,My Best Friend Veterinary Center,"Pet Services, Pet Groomers, Veterinarians, Pets",Saint Louis,MO,63132,4.5
IB6yV9NDxExRBRBJ5L4TeA,Animal House Veterinary Hospital,"Pets, Veterinarians, Pet Groomers, Pet Services",Arnold,MO,63010,2.5
HiX0oezKazkb2rwq2pdX1g,Pets R Us Vet,"Pet Sitting, Pet Services, Pet Boarding, Veterinarians, Pets",Smyrna,TN,37167,2.5
DQeQBc4L0ZpCsbGjwOM0Hg,Canada Hills Animal Hospital,"Pets, Veterinarians",Tucson,AZ,85737,4.5
WZWN0jwMQknK37f2fc7LWQ,Imperial Animal Hospital,"Pets, Veterinarians, Pet Services, Pet Groomers, Pet Boarding, Pet Sitting",Imperial,MO,63052,4.0
5i0DSAHnQUkNe_m2jLPRGw,VCA Companion Animal Medical Center,"Veterinarians, Pet Groomers, Pet Services, Pets, Pet Boarding, Emergency Pet Hospital, Pet Sitting",Carmel,IN,46032,3.5
qxOPUvyGEpt3_Wr6WqkTOw,Veterinary Ophthalmology Services,"Veterinarians, Pets",Nashville,TN,37204,4.0
thzcRmNIhMOELKmABnWKdQ,Banfield Pet Hospital,"Veterinarians, Pets",Downingtown,PA,19335,1.5
pAMtLBnYiEsa-IxVnZeh-w,Healthy Pets Mobile Veterinary Services,"Veterinarians, Pets",Tampa,FL,33647,4.5
Y328MG-4gO1TEh0ZXvf23g,Southwest Veterinary Hospital,"Veterinarians, Pets",Reno,NV,89509,4.5
rjeH0b1F7qj2gxxOO8vzYA,VCA Care Specialty and Emergency Animal Hospital,"Emergency Pet Hospital, Pets, Pet Sitting, Veterinarians, Pet Groomers, Pet Services",Santa Barbara,CA,93101,3.5
lpsR89F2Hv6-odsv7f7EqQ,Hickory Plaza Veterinary Clinic,"Pet Groomers, Pet Sitting, Veterinarians, Pet Stores, Pets, Pet Services",Nashville,TN,37211,2.5
w38V_2rO2Z16o6VnrqYyXQ,CountryChase Veterinary,"Veterinarians, Pets, Pet Sitting, Pet Services, Pet Boarding",Tampa,FL,33626,4.0
gwFtKdjtK8Pw_6mUsWvRHw,The Dog Spot - East Nashville,"Pet Groomers, Veterinarians, Pet Sitting, Pet Services, Pets",Nashville,TN,37206,4.0
Vn7A8ZNkV_v1PUCvmzzBVg,Tarpon Animal Hospital,"Pet Groomers, Veterinarians, Pet Hospice, Pet Services, Pets, Pet Stores, Pet Boarding, Pet Sitting",Tarpon Springs,FL,34689,4.5
Ib5JTAmXHgURS3HXoIO_IQ,Paoli Vetcare,"Veterinarians, Pet Cremation Services, Pets, Pet Groomers, Pet Boarding, Pet Services, Pet Sitting",Paoli,PA,19301,4.0
UwKBjkfnIKA8c0Fci1ZJ8g,Broad Street Animal Hospital,"Veterinarians, Pet Services, Pets, Pet Sitting",Philadelphia,PA,19141,4.0
yiyEDOI_gOKgg9y_Ic5F1Q,Advanced Pet Care,"Veterinarians, Surgeons, Health & Medical, Pets, Doctors, Radiologists",Spring Hill,FL,34606,4.5
_TFEk3GwWK9qcjshCW5IVw,THRIVE Affordable Vet Care - New Orleans Mid City,"Veterinarians, Pets",New Orleans,LA,70119,4.0
Ijz7W5VjpEykzpotWcPonw,Pennell Veterinary Clinic,"Pets, Pet Services, Veterinarians",Aston,PA,19014,2.5
qRwoFN4LoGQJ4bwyloxkaQ,Family Animal Hospital,"Veterinarians, Pets",Maryland Heights,MO,63043,5.0
73hDGjIUi2GmFZ44eIQAMA,South 31 Veterinary Clinic,"Pets, Pet Sitting, Veterinarians, Pet Services, Pet Groomers",Indianapolis,IN,46227,2.5
OlxFNsvbQQWAgQ0F_E_S8w,Animal Ark Animal Hospital,"Veterinarians, Pets, Pet Services, Pet Transportation, Animal Physical Therapy",Franklin,TN,37067,4.5
z9a9bH-5pX_UgkiVewKKVA,Royal Pets Market & Resort,"Veterinarians, Pet Services, Pet Stores, Pets, Pet Sitting",Palm Harbor,FL,34684,3.5
wvfR3CRWuMvKUBtlWusOwg,Holistic Animal Care Shoppes,"Veterinarians, Pet Stores, Pet Services, Pets, Pet Sitting",Tucson,AZ,85710,4.5
rtqkGaSri0Td8VzCsBk6Aw,VCA PetMed Animal Hospital,"Veterinarians, Pet Boarding, Pets, Pet Groomers, Pet Services, Pet Sitting",Antioch,TN,37013,4.0
s14fm6lknqpv5BkHln425g,Lakeside Animal Hospital,"Pets, Pet Sitting, Pet Groomers, Veterinarians, Pet Services, Pet Boarding",Odessa,FL,33556,4.5
pnYYTkbaiYWbry7xP1jk8g,Paws and Purrs Sitters,"Pet Services, Veterinarians, Pet Sitting, Pets",Wallingford,PA,19086,3.5
