business_id,name,categories,city,state,postal_code,stars
7JHjy3WEc_XW3FmCMELRvg,Terry Parkway Animal Hospital,"Pet Stores, Pet Services, Pet Sitting, Pets, Veterinarians",Gretna,LA,70056,4.5
5YGfTrvNftNIS7qAF9qikA,Z Dog Day Care,"Pet Training, Pet Services, Pets, Dog Walkers, Pet Sitting",Philadelphia,PA,19146,4.0
9bHEYQG-Aj94yTFbNaQ-Zw,Doggy Rotten Daycare,"Pet Sitting, Pet Services, Pets",Nashville,TN,37210,5.0
vex7D9ystcd9_NPulZA3Lg,Sudsy Paws Mobile Dog Grooming,"Pet Groomers, Pets, Pet Services",Riverview,FL,33568,4.5
NDDLfHEx3FYEPsb0OSfttw,Petco,"Pet Services, Pet Groomers, Pet Training, Pets, Pet Stores",Stowe,PA,19464,3.5
iyFCgs9-mRBRYt-q1l0fzg,Coral Reef Aquariums,"Aquarium Services, Pet Services, Pets, Pet Stores, Active Life, Aquariums",Tampa,FL,33604,5.0
xUw6pfJXn4OFt071iUc7VA,PetSmart,"Pet Stores, Pet Services, Pet Groomers, Pet Training, Pets",Saint Louis,MO,63144,2.5
uzeB4Y0eOwjt7Yjsx6tc5A,Holiday House Pet Resort & Training Center,"Pets, Pet Groomers, Pet Training, Pet Boarding, Pet Services, Pet Sitting",Doylestown,PA,18901,3.5
woo40oMhVxDHCjgF66l2oQ,Affordable Veterinary Care,"Pet Services, Pets, Veterinarians, Emergency Pet Hospital",Mt. Juliet,TN,37122,3.5
r7ENkA0Pyjs8NSFHVwnmOA,Jefferson Feed Mid-City,"Pet Stores, Pets, Pet Groomers, Pet Services",New Orleans,LA,70119,4.5
i3_SE4SCUydCnkT7Lo328w,Soulard Pet Sitters,"Pet Services, Pet Sitting, Dog Walkers, Aquarium Services, House Sitters, Home Services, Pets",Saint Louis,MO,63116,5.0
J3KU2B0A-_kKM2vlQGCuHA,Spot's Pet Supply & Dog Wash,"Pet Services, Pet Sitting, Pet Stores, Pet Groomers, Pets",Nashville,TN,37206,4.0
X1TJjuV1GaTgHCe27tQKiQ,The Pet Club,"Pets, Pet Stores, Livestock Feed & Supply, Shopping, Pet Groomers, Pet Services, Pet Training",Tucson,AZ,85749,3.5
_TGpTfvY0sA5dUH_3byRSg,Love 4 Paws Petsitting,"Pet Sitting, Pets, Dog Walkers, Pet Services",Wayne,PA,19087,5.0
ACzefWZQk61KZDCOcODuYg,The Paw Palace,"Pet Services, Pet Breeders, Pets",Tucson,AZ,85741,4.0
nzGLgGuDONA5ybdm_fIm6Q,The Lodge,"Pet Groomers, Pet Boarding, Pets, Pet Services, Pet Sitting",Thonotosassa,FL,33592,3.5
qcLkiAqlxx0oTqZMSC_y6Q,Murphy's Pet Parlor,"Pet Groomers, Pets, Pet Services",Wesley Chapel,FL,33543,2.0
l0yZbDB4P7vh0wm_4R_CvQ,Velvet Bow Pet Grooming,"Pet Groomers, Pet Services, Pets",Tucson,AZ,85748,4.5
Khmn5FxaUZVcFpLEULVhoA,PetSmart,"Pet Training, Pet Sitting, Pet Groomers, Pet Services, Pet Stores, Pets",Brandon,FL,33511,2.0
HUikwo_T9mnpgk0M7oUHXg,2nd Street Animal Hospital,"Emergency Pet Hospital, Pets, Pet Services, Veterinarians, Orthopedists, Health & Medical, Doctors",Philadelphia,PA,19123,4.5
HsI2szO4K5t-EYyDxLfLjQ,The Cat Hospital Of Tampa Bay,"Pet Groomers, Health & Medical, Pet Services, Pet Sitting, Pets, Hospitals, Veterinarians, Pet Boarding",Saint Petersburg,FL,33702,1.5
hY4HdV8dmNdTp0Fc1bL6lQ,Spanish Springs Kennel,"Pet Services, Pets, Pet Boarding, Pet Groomers, Pet Sitting",Sparks,NV,89436,3.0
bwvtrA-hiZU_qdgMYKpToQ,R-Tailz-R-Waggin Too,"Pet Groomers, Pet Services, Pets",Kenner,LA,70062,4.0
QoXgycD2U0Eyo7rbdnb5JQ,Pet Paradise New Orleans,"Pet Sitting, Pet Services, Veterinarians, Pet Groomers, Pet Training, Pets, Pet Boarding",Kenner,LA,70062,4.5
NnW7PyUW44d4nnC9XY1naQ,Doggie Style Pets,"Pet Stores, Pet Groomers, Pets, Pet Adoption, Pet Services",Philadelphia,PA,19107,4.0
Ob3KfxvnALCS1Xdyl35nAw,Volunteer Veterinary Clinic,"Pet Services, Pet Sitting, Pets, Veterinarians, Pet Boarding, Emergency Pet Hospital",Hendersonville,TN,37075,4.0
RUoemZWbbCz0gAfAovIJQQ,Bark Avenue Dog Day Camp,"Pet Groomers, Pets, Pet Services",Claymont,DE,19703,5.0
R2llqsqh31_0CdST2-ZuwA,Pet Memorial Services,"Pet Cremation Services, Pet Services, Pets",West Chester,PA,19380,3.5
OUSHKQ9AaBNvX90fUFMU_Q,Champ's Dog House,"Pet Groomers, Pet Services, Pets, Pet Sitting, Pet Training",Medford,NJ,08055,4.5
fU3zl-3LB60qgj4Z2TC5pQ,PetSmart,"Pet Groomers, Pet Stores, Pet Services, Pet Training, Pets, Pet Sitting",Collegeville,PA,19426,3.0
blHTn-dKS9q7QhdO0HSKRg,Petco,"Pet Groomers, Pet Stores, Pets, Pet Services, Pet Training",Tucson,AZ,85711,2.5
QWBBEFlGOtND_ldvmKdprA,Radnor Veterinary Hospital,"Pet Services, Pets, Veterinarians",Wayne,PA,19087,4.0
8PNKnlnJg6snf-HUgFaNIw,U Dirty Dawg,"Pet Sitting, Pet Training, Pet Groomers, Pets, Pet Services, Pet Stores, Pet Boarding",Greenwood,IN,46143,4.0
J7fpVm9yZhhp_-ZmMsjmlA,NorthStar Vets - Maple Shade,"Pet Services, Emergency Pet Hospital, Pets, Veterinarians",Maple Shade Township,NJ,08052,3.5
xDLX8o-RHKCgoaaNf73eAQ,Pet Designs,"Pet Groomers, Pet Sitting, Pet Services, Pets",Tucson,AZ,85716,4.5
cPVSw0-l8cld1XwoJmYBwg,Michigan Road Animal Hospital at 96th Street,"Pet Boarding, Pet Services, Veterinarians, Pet Groomers, Emergency Pet Hospital, Pet Sitting, Pets",Indianapolis,IN,46268,3.5
ic5sXFD3-Ou4Vj49eELSRA,Rolling Hills Pet Clinic,"Pet Adoption, Pets, Arts & Crafts, Shopping, Pet Hospice, Urgent Care, Veterinarians, Pet Services, Art Supplies, Health & Medical",Tucson,AZ,85730,4.5
I4iTHe-vG5XV6bm9HAO9gg,Spikes Deluxe Dog Wash,"Professional Services, Pet Groomers, Pets, Pet Services",Tucson,AZ,85712,3.0
vm3-5KXF2AhPQErhZAmodQ,Tangles Doggie Doos Pet Grooming,"Pet Services, Pets",Bordentown,NJ,08505,3.5
uYDntnuBE-KckXRZXbo4iQ,Ewing Animal Hospital,"Pets, Veterinarians, Pet Sitting, Pet Services, Pet Boarding, Pet Groomers",Boise,ID,83703,3.0
oSxRq9U8RCTPcK5BjZ_zXQ,Classy Clips Pet Salon,"Pet Stores, Pet Sitting, Pet Services, Pets, Pet Groomers",Smyrna,TN,37167,3.0
ne4NHcrVU8ZakOOg-lnB7Q,The Monster Minders,"Dog Walkers, Pets, Pet Services, Pet Sitting",Philadelphia,PA,19147,5.0
ScnZfskF50VacnWdiVYL5A,Quality Pet Care,"Pet Groomers, Pets, Veterinarians, Pet Services, Pet Sitting",Gretna,LA,70056,5.0
uKxUtSvo1An9d1xbQOiidA,Bucks County Pet Grooming,"Pet Sitting, Pets, Pet Services, Pet Groomers",Langhorne,PA,19047,3.5
DSXdF5VHrzQx24d_QI1NTQ,Pet Community Center,"Pets, Veterinarians, Pet Services",Nashville,TN,37207,4.5
FvsoAgtOyBwoAuTyApGpWg,Colmar Veterinary Hospital,"Pet Groomers, Health & Medical, Pets, Hospice, Pet Services, Veterinarians",Colmar,PA,18915,4.5
mBeSTUmigL9HGcfAjGRTQQ,One Lucky Dog,"Pets, Pet Services, Pet Groomers, Pet Stores",Saint Petersburg,FL,33703,4.0
SVas2tUaSBa2N-rchLlxHw,Wency's Dog & Puppy Training,"Pets, Pet Services, Pet Training",Santa Barbara,CA,93105,5.0
ZisId5cI9Vd4bfqHLWSX7Q,Rockstar Aquarium Service,"Pet Services, Pet Stores, Aquarium Services, Pets, Local Fish Stores",Reno,NV,89504,3.5
qgs5dFhPKMp0G4XENH7iRg,Happy Pet Grooming Salon,"Pet Sitting, Pet Services, Pets, Pet Groomers",Hudson,FL,34667,1.5
CA1owJNjmoasqaHclILbLg,Pet Safari,"Pets, Pet Groomers, Pet Stores, Pet Services",Clearwater,FL,33756,4.0
ezVZHFWFb-ptn4fjLn9seA,Petco,"Pets, Pet Training, Pet Groomers, Pet Stores, Pet Services",Tucson,AZ,85705,3.5
obkZonuJTC_Qng9AwAEjMg,Hernando Animal Hospital,"Veterinarians, Pet Sitting, Pet Services, Pet Boarding, Pets",Spring Hill,FL,34606,2.5
ayhcmJ7zoUS_GsNg6L8w9w,B.U.N.S.,"Animal Shelters, Pets, Pet Services",Santa Barbara,CA,93190,4.5
QxFKG3k1LOs_a-CUoTthMw,PetSmart,"Pets, Pet Groomers, Pet Training, Pet Services, Pet Stores",Bridgeton,MO,63044,3.0
aSgAsCVVOhBVk0ci4OQQxA,Lulu' s Pet Grooming,"Pet Services, Pet Groomers, Pets",Reno,NV,89511,3.5
1oa1vyzmOFPUyy11uDiw6w,Kirkwood Animal Hospital,"Veterinarians, Pet Services, Pet Sitting, Pets",Saint Louis,MO,63122,4.5
PUJWUiEGUbchHwraIK2bRQ,Zamzows,"Pet Sitting, Pet Stores, Shopping, Nurseries & Gardening, Pets, Pet Groomers, Pet Services, Home & Garden",Boise,ID,83704,3.5
WO5tzsvDOK0o0rbxcQbgyQ,Petco,"Pets, Pet Stores, Pet Services, Pet Groomers, Pet Insurance",St Louis,MO,63125,2.0
1b81nmM0JQJc2ogciZzfhw,Wag the Dog,"Pet Sitting, Dog Walkers, Pet Services, Pets, Pet Photography",Philadelphia,PA,19122,5.0
pF7WwCrS2cbouz8Ht-LuSQ,Guthrie Security Dogs,"Pet Adoption, Pet Services, Pets, Security Services, Pet Sitting, Professional Services, Pet Training, Pet Breeders",Tucson,AZ,85748,3.5
TwtbaMMfka2Y9Hi9C8WTWQ,East Bay Animal Hospital,"Pet Services, Pet Sitting, Veterinarians, Pets, Pet Groomers",Largo,FL,33771,4.0
K3bPWU8daszLmjFs8UU1Gw,Southern Arizona Veterinary Specialty & Emergency Center,"Pets, Veterinarians, Pet Services",Tucson,AZ,85710,3.0
AmHKoDO88TY-re3_AKpdGw,Harris Veterinary Clinic,"Veterinarians, Pets, Pet Services",Nashville,TN,37209,5.0
iDWoZtq35FBj3vShT5oU8g,Buzzy's Bow Wow Meow,"Pets, Pet Stores, Pet Services, Pet Groomers",Narberth,PA,19072,3.5
6NVcMZlQkEr_rZMTBzRIWw,Shelbyville Road Veterinary Hospital,"Pet Groomers, Pet Boarding, Pet Services, Veterinarians, Pets, Pet Sitting",Indianapolis,IN,46237,2.5
vSDWf09331AD44yrIW8BTQ,Happy Retales,"Pet Services, Pet Stores, Pets, Pet Groomers",Brentwood,TN,37027,4.5
SNndBdvDfflgNPKO74LmGw,Transformation Pet Center,"Veterinarians, Pet Sitting, Pets, Pet Services, Pet Groomers",Tucson,AZ,85716,5.0
VMIsjL0oKUtDFPFbhqIVoQ,O'neal Animal Hospital,"Veterinarians, Pet Groomers, Pets, Pet Sitting, Pet Services",Philadelphia,PA,19104,4.0
bJazyxju69RqC35WSSY-_g,Solace Pharmacy and Wellness Shop,"Pet Services, Vitamins & Supplements, Shopping, Drugstores, Pets, Health & Medical, Pharmacy",Philadelphia,PA,19130,5.0
KCU-pnUi_ct1eWFW1GsIbA,Loose Pooch Dog Club,"Pet Sitting, Pets, Pet Groomers, Shopping, Souvenir Shops, Pet Training, Pet Services",Santa Barbara,CA,93101,4.0
aBPaiVG55HlgGObbZBdjzQ,No Leash Needed,"Pets, Pet Services, Pet Training, Pet Sitting",Valley Park,MO,63088,4.5
bLjFXzhUH5xogVvYw4dDzg,VCA Animal Hospital of Plainfield,"Pet Services, Pet Sitting, Pet Groomers, Veterinarians, Pets",Plainfield,IN,46168,4.5
kRSXodYq6A1wfpP8tGGkUw,MedVet Indianapolis,"Veterinarians, Pets, Health & Medical, Pet Services, Emergency Pet Hospital, Hospitals, Emergency Rooms",Carmel,IN,46032,4.0
pd8lx4So-ad4SpSN5QFHBg,Nevada Humane Society,"Animal Shelters, Veterinarians, Pet Sitting, Pet Services, Pet Stores, Pets",Reno,NV,89502,4.0
qSktp9YUAh7vQDsNAse1mg,Town & Country Veterinary Hospital,"Pets, Pet Services, Professional Services, Veterinarians",Town and Country,MO,63017,5.0
mgGI5eD49ga0N7iolZ_fIw,City Way Animal Clinics - Fountain Square,"Pet Groomers, Pet Services, Pets, Veterinarians",Indianapolis,IN,46203,4.5
e6xxUOTH4cYMX85ghG8jMQ,Animal Health Center of Land O'Lakes,"Pet Services, Veterinarians, Pet Sitting, Pets, Pet Groomers, Pet Boarding",Land O' Lakes,FL,34638,4.0
xM6GFqXfW0mvMvmp4am8Bg,Pet Pals Holistic Veterinary,"Veterinarians, Art Supplies, Arts & Crafts, Pet Services, Shopping, Pets",Indianapolis,IN,46240,4.5
wi2uiw74315VlC8E0vkhug,Island Dog Outfitters,"Pet Stores, Pet Services, Pets, Pet Groomers",Clearwater Beach,FL,33767,4.5
2oeIjJJ981288s34A7tJmw,Tucson Dog Trainers,"Pet Training, Pet Boarding, Pet Services, Pet Sitting, Pets, Pet Transportation",Tucson,AZ,85712,4.0
BcYjYhdD8Z02HkruWTrs4w,Angelica Natalie Photography,"Session Photography, Photographers, Event Planning & Services, Event Photography, Boudoir Photography, Pet Photography, Pets, Pet Services, Videographers",Clearwater,FL,33755,5.0
rV_cP23_4Quc9zUVA2hNeg,All Pet Care Hospital,"Veterinarians, Pet Services, Pets, Pet Sitting",Clearwater,FL,33755,4.0
T1ONw8NtNOnC2Fx3ctwmhA,TLP Studios ,"Photography Stores & Services, Session Photography, Education, Event Photography, Specialty Schools, Event Planning & Services, Pet Photography, Pets, Photographers, Pet Services, Photo Booth Rentals, Shopping",Huntingdon Valley,PA,19006,5.0
vYmDzAitbffV5nmgaBwGhw,Davis Pet Hospital,"Pets, Pet Services, Veterinarians",Collinsville,IL,62234,4.5
Yqxr8VYzkVkPQ3llY8EsIw,Critter Cuts,"Pet Services, Pet Groomers, Pets",Turnersville,NJ,08012,4.0
z3Ls9-cxMZhe2YoLMyAHEQ,Animal Health Care Clinic,"Pets, Pet Services, Veterinarians",Clearwater,FL,33765,2.0
a4H1mxquTjZnREriPff2-Q,Heart + Paw,"Pet Services, Pets, Pet Groomers, Veterinarians",Philadelphia,PA,19107,2.5
-iC85tr89DAhal4NKul6gQ,The Pet Doctor,"Pet Services, Pets, Veterinarians",Boise,ID,83709,5.0
S7_K5aPRDgu1L9vvQWVfeQ,Seven Oaks Pet Hospital,"Pet Sitting, Pets, Pet Services, Pet Hospice, Pet Groomers, Veterinarians, Emergency Pet Hospital",Wesley Chapel,FL,33544,2.5
4lK7txpKqZmUAHomMdM83A,Fluffy Mutt Grooming Salon,"Pet Stores, Pet Groomers, Pet Services, Pets",Metairie,LA,70005,4.5
-pE1Xdr2RGZU4Y70v8Xxgg,Alpha Pet Spa & Salon,"Pets, Pet Groomers, Pet Services",Reno,NV,89502,5.0
MgWGf9ZIcLGCsv3PrFp-qA,PetSmart,"Pets, Pet Groomers, Pet Stores, Pet Services, Pet Training",Arnold,MO,63010,2.0
OklxXDBntbfM956ZYtD5IA,Nanny Jan’s Pawsome Pet Care,"Pets, Pet Sitting, Pet Services",Largo,FL,33771,5.0
td4F0h2pax7vlyxLND0S_Q,Love Animal Hospital,"Veterinarians, Pets, Pet Services",Clearwater,FL,33756,4.5
OajA74OzhKjeuSpv_Hr54g,PetSmart,"Pet Stores, Pet Services, Pets, Pet Training, Pet Sitting, Pet Groomers",West Berlin,NJ,08091,3.0
IhMZAMEjL78dntnG_kKzFg,Alpha K9 U,"Pet Training, Pet Services, Pets, Pet Sitting",Fishers,IN,46038,4.5
8pLHRpAe6YPL0FVOKkyVKw,VCA Valley Animal Hospital and Emergency Center,"Pet Groomers, Veterinarians, Pet Services, Emergency Pet Hospital, Pet Sitting, Pets",Tucson,AZ,85711,3.5
4wk93qL4hncxYxEFM0eT-A,The Dawg Wash,"Pets, Pet Services, Pet Groomers",Reno,NV,89502,3.0
NYRVSifgNWRT3ebI_RYV9Q,Court Street Animal Hospital,"Pets, Pet Services, Pet Sitting, Veterinarians",Clearwater,FL,33756,5.0
Hxt8qo2hEraEbxEO9k4TVA,Chez Bow Wow Pet Grooming,"Pets, Pet Services, Pet Groomers, Pet Training",Philadelphia,PA,19123,4.0
IPvML8FvyilNAxGWfyanEQ,Doggie Style Grooming,"Pets, Pet Services, Pet Sitting, Pet Training",Claymont,DE,19703,5.0
l_POEDK7Lj1YRBSb2QjOJw,Stargate Kennel,"Pet Services, Pet Groomers, Pet Sitting, Pets, Pet Training",Arnold,MO,63010,4.0
ND87efqHjlD_vOoo8d_-cg,Spanish Springs Grooming Salon,"Pets, Pet Groomers, Pet Services",Sparks,NV,89441,4.0
QeO2pk5Bg_olt8-j7wg_uQ,Bayshore Pet Resort,"Pet Services, Pet Groomers, Pets, Pet Boarding, Pet Sitting",Tampa,FL,33611,4.0
hNdrD7jenyDC3mN7R2sv8Q,5 Isn't Enough Pet Sitting,"Pet Groomers, Pet Sitting, Pet Services, Dog Walkers, Pets",Safety Harbor,FL,34695,5.0
C5Nwl3I2luh-k5ePQ-kLmw,Parker's Paws Animal Hospital,"Pet Stores, Pet Services, Veterinarians, Pets, Pet Training",Nashville,TN,37205,5.0
ElE-ZqEl8twI6XFZMfNUkw,Yucko's Pooper-Scooper Service,"Pet Services, Pet Waste Removal, Pets",Saint Louis,MO,63105,3.5
P0BB_HeVN-M8D31yty1LXw,Rainbow Veterinary Hospice,"Pet Services, Veterinarians, Pets, Pet Hospice",Saint Petersburg,FL,33704,5.0
tahxkQg2DPh48m-CsJfyUQ,Mummys Day Off,"Pet Services, Pet Sitting, Pets, Nanny Services, Home Cleaning, Home Services, Child Care & Day Care, Professional Services, Local Services",Santa Barbara,CA,93109,4.0
4s8dGk8Yi49cOTD-QPz9-Q,Petcetera,"Pet Services, Pet Stores, Pets, Pet Sitting, Pet Training, Pet Groomers",New Orleans,LA,70115,3.5
YTqk2IS-cezsADa2wp7J2w,La Casa Del Perro,"Pet Groomers, Pets, Pet Services",Reno,NV,89502,5.0
ee9SnazVeaPXqDAyEHQjWg,Freeland Animal Hospital,"Pets, Pet Sitting, Veterinarians, Pet Services, Pet Groomers",Indianapolis,IN,46236,5.0
uKOqyotwWx3N2etJXBHhbQ,Lauri's Pet Sitting Service,"Pet Services, Pet Sitting, Pets, Pet Training, Dog Walkers",Tampa,FL,33609,4.5
d6bUs1pohZndzv-76YpcYw,Pet Health Center,"Pets, Veterinarians, Pet Services, Emergency Pet Hospital",Philadelphia,PA,19134,3.5
bxfTTZ2huLXi5EuEiwWTTw,Petco,"Pets, Pet Training, Pet Services, Pet Groomers, Pet Stores",Willow Grove,PA,19090,2.0
tyFB2ZO49QOmguda4d2qMg,Spoiled Petz Grooming,"Pet Services, Pet Groomers, Pets, Pet Stores",Reno,NV,89523,4.5
PLnyG-qXpknNv1RUIvUSWA,Dogtopia of Elsmere,"Pet Groomers, Pets, Pet Sitting, Pet Services",Elsmere,DE,19805,4.0
L7TWidpVL78GVvYXG4i-Tw,Red  Buffalo Ranch,"Active Life, Pets, Horseback Riding, Pet Services",Collegeville,PA,19426,3.5
8aJGAFGnzp466KkposGQtA,Furry Friends Pet Grooming Shop,"Pets, Pet Stores, Pet Services, Pet Groomers, Pet Sitting",Saint Petersburg,FL,33703,5.0
8opoBidSNDA7wjRufr_MSg,Muddy Paws,"Pet Services, Pets, Pet Groomers",New Orleans,LA,70119,3.5
FnRbuHh40BPB4u2RfJBUmQ,PetSmart,"Pet Services, Pet Training, Pets, Pet Stores, Pet Groomers",Brookhaven,PA,19015,2.5
LMvlMffji1NmNJ5o6HSw0Q,Best Friends Animal Hospital & Pet Resort,"Veterinarians, Pet Sitting, Pets, Pet Services",Swansea,IL,62208,5.0
gm_F6RDaQXwCrpctN2sg0g,Hot Dog Grooming & Spa,"Pet Services, Pet Sitting, Pets, Pet Groomers",Seffner,FL,33584,4.5
7o1UMjxlm3m_Z04JmzS5hA,Corals and Fins,"Aquariums, Aquarium Services, Active Life, Pet Stores, Pet Services, Pets",Tampa,FL,33634,5.0
-Ojne5eWCFPHS19OM78bQg,Park & Bark Mobile Grooming,"Pets, Pet Groomers, Pet Services",Tucson,AZ,85747,3.0
CXHwIvDKasBQrv_Uztgs2w,Hydrodog,"Pet Groomers, Pets, Pet Services",Tampa,FL,33607,2.5
AMN-OTW52_fViTt3vo3dTA,PetSmart,"Pet Training, Pet Stores, Pets, Pet Services, Pet Groomers, Pet Sitting",Tucson,AZ,85710,3.0
VXTypAQ-BwdNJyLWHQEl9A,The Dog Enthusiast,"Pets, Dog Walkers, Pet Sitting, Pet Groomers, Pet Services",Philadelphia,PA,19147,5.0
ueSUweWOmw-RtPsKoDnXrg,David Cugno's Canine Center,"Pets, Pet Sitting, Pet Services, Pet Training",King of Prussia,PA,19406,3.0
jlOnEtARzrVDGGhXZ36T8g,Petco,"Pet Groomers, Pet Services, Pet Stores, Pet Training, Pets, Pet Sitting",Harvey,LA,70058,2.5
fihRoMYSlkn7sU-TpBgCyA,Williams Greenbank Aquarium,"Pets, Aquarium Services, Pet Services",Wilmington,DE,19808,4.0
e0UWFAsDR2O5qhwKPqMnLA,Yogi's Doody Scoopers,"Home Cleaning, Pets, Home & Garden, Junk Removal & Hauling, Local Services, Tree Services, Home Services, Pet Waste Removal, Shopping, Landscaping, Pet Services",Reno,NV,89521,3.5
66OSm_qfhfdwWNxXirZFFQ,Street Road Animal Hospital,"Pets, Pet Services, Veterinarians, Pet Groomers, Emergency Pet Hospital, Pet Sitting, Pet Boarding",Trevose,PA,19053,4.0
dCFptNgnFQ8t0IG1Mj1NQA,Ham + Bone,"Pet Stores, Pet Groomers, Pets, Pet Services",Philadelphia,PA,19125,4.5
yTtlqTm_c5F9c3wA28EF1Q,Villa Rosa Veterinary Hospital,"Pet Services, Pets, Veterinarians",Wesley Chapel,FL,33544,5.0
