business_id,name,categories,city,state,postal_code,stars
NDDLfHEx3FYEPsb0OSfttw,Petco,"Pet Services, Pet Groomers, Pet Training, Pets, Pet Stores",Stowe,PA,19464,3.5
iyFCgs9-mRBRYt-q1l0fzg,Coral Reef Aquariums,"Aquarium Services, Pet Services, Pets, Pet Stores, Active Life, Aquariums",Tampa,FL,33604,5.0
o7ve1hUoAjAd5pnTzikfhw,Aquatic Designs,"Pet Stores, Pets",Goleta,CA,93117,4.0
xUw6pfJXn4OFt071iUc7VA,PetSmart,"Pet Stores, Pet Services, Pet Groomers, Pet Training, Pets",Saint Louis,MO,63144,2.5
HYojAoYoj0m7ZLbs-ZXdFw,Montgomery County SPCA,"Animal Shelters, Pet Stores, Pets",Conshohocken,PA,19428,2.0
r7ENkA0Pyjs8NSFHVwnmOA,Jefferson Feed Mid-City,"Pet Stores, Pets, Pet Groomers, Pet Services",New Orleans,LA,70119,4.5
J3KU2B0A-_kKM2vlQGCuHA,Spot's Pet Supply & Dog Wash,"Pet Services, Pet Sitting, Pet Stores, Pet Groomers, Pets",Nashville,TN,37206,4.0
mOqoNkokMbNmj6WtvkMFZA,Pet Supermarket,"Pets, Pet Stores",Tampa,FL,33629,3.0
X1TJjuV1GaTgHCe27tQKiQ,The Pet Club,"Pets, Pet Stores, Livestock Feed & Supply, Shopping, Pet Groomers, Pet Services, Pet Training",Tucson,AZ,85749,3.5
Khmn5FxaUZVcFpLEULVhoA,PetSmart,"Pet Training, Pet Sitting, Pet Groomers, Pet Services, Pet Stores, Pets",Brandon,FL,33511,2.0
NnW7PyUW44d4nnC9XY1naQ,Doggie Style Pets,"Pet Stores, Pet Groomers, Pets, Pet Adoption, Pet Services",Philadelphia,PA,19107,4.0
fU3zl-3LB60qgj4Z2TC5pQ,PetSmart,"Pet Groomers, Pet Stores, Pet Services, Pet Training, Pets, Pet Sitting",Collegeville,PA,19426,3.0
blHTn-dKS9q7QhdO0HSKRg,Petco,"Pet Groomers, Pet Stores, Pets, Pet Services, Pet Training",Tucson,AZ,85711,2.5
rKcKUEgqLTK-ejeziQp0Ow,Animal Adoption Center,"Pet Stores, Pets, Pet Adoption, Animal Shelters",Lindenwold,NJ,08021,3.0
Bb1ledeGQ66ORs2PEmdAbA,The Choosy Pet,"Pet Stores, Pets",Zionsville,IN,46077,5.0
8PNKnlnJg6snf-HUgFaNIw,U Dirty Dawg,"Pet Sitting, Pet Training, Pet Groomers, Pets, Pet Services, Pet Stores, Pet Boarding",Greenwood,IN,46143,4.0
qtHIhGR5Chbz947EoQGcVA,Orvis,"Sporting Goods, Pet Stores, Pets, Men's Clothing, Shoe Stores, Outdoor Gear, Fashion, Department Stores, Women's Clothing, Shopping, Hunting & Fishing Supplies",Plymouth Meeting,PA,19462,3.5
oSxRq9U8RCTPcK5BjZ_zXQ,Classy Clips Pet Salon,"Pet Stores, Pet Sitting, Pet Services, Pets, Pet Groomers",Smyrna,TN,37167,3.0
JtYHPyVNJZ4HVvDdpNV1Iw,Harold's Feed & Pet Supply,"Home & Garden, Shopping, Appliances, Nurseries & Gardening, Pet Stores, Fences & Gates, Pets, Home Services, Plumbing",Dover,FL,33527,4.0
VkwO21JP8KBqkvgcHPMc7w,See Spot Eat: A Doggie Bakery,"Pet Stores, Pets",Nashville,TN,37204,4.5
mBeSTUmigL9HGcfAjGRTQQ,One Lucky Dog,"Pets, Pet Services, Pet Groomers, Pet Stores",Saint Petersburg,FL,33703,4.0
DQwp-rgetZ1HLieYvS_ucA,Pet Valu,"Pet Stores, Pets",Glen Mills,PA,19342,3.5
ZisId5cI9Vd4bfqHLWSX7Q,Rockstar Aquarium Service,"Pet Services, Pet Stores, Aquarium Services, Pets, Local Fish Stores",Reno,NV,89504,3.5
CA1owJNjmoasqaHclILbLg,Pet Safari,"Pets, Pet Groomers, Pet Stores, Pet Services",Clearwater,FL,33756,4.0
ezVZHFWFb-ptn4fjLn9seA,Petco,"Pets, Pet Training, Pet Groomers, Pet Stores, Pet Services",Tucson,AZ,85705,3.5
QxFKG3k1LOs_a-CUoTthMw,PetSmart,"Pets, Pet Groomers, Pet Training, Pet Services, Pet Stores",Bridgeton,MO,63044,3.0
lm-z6S2fJ0_xfNtHDbZYdg,Nashville Humane Association,"Pets, Animal Shelters, Pet Stores",Nashville,TN,37209,4.0
PUJWUiEGUbchHwraIK2bRQ,Zamzows,"Pet Sitting, Pet Stores, Shopping, Nurseries & Gardening, Pets, Pet Groomers, Pet Services, Home & Garden",Boise,ID,83704,3.5
0dGu0V7hItn0LaF37Gz7RQ,Tractor Supply,"Home & Garden, Pets, Pet Stores, Livestock Feed & Supply, Outdoor Gear, Shopping, Sporting Goods, Hardware Stores",Southampton,NJ,08088,4.0
WO5tzsvDOK0o0rbxcQbgyQ,Petco,"Pets, Pet Stores, Pet Services, Pet Groomers, Pet Insurance",St Louis,MO,63125,2.0
69UjFWSzreAmJYqjgL1xVw,Wild Birds Unlimited,"Home & Garden, Pet Stores, Pets, Hobby Shops, Bird Shops, Nurseries & Gardening, Shopping",Franklin,TN,37069,4.0
iDWoZtq35FBj3vShT5oU8g,Buzzy's Bow Wow Meow,"Pets, Pet Stores, Pet Services, Pet Groomers",Narberth,PA,19072,3.5
_TbQ5yv_U5COLgRfWtYPNQ,Animal Protective Association,"Animal Shelters, Pet Adoption, Pet Stores, Veterinarians, Pets",Saint Louis,MO,63144,4.5
vSDWf09331AD44yrIW8BTQ,Happy Retales,"Pet Services, Pet Stores, Pets, Pet Groomers",Brentwood,TN,37027,4.5
2inAYr-vK4v6pYQieOYt3g,Posh Puppies Rescue,"Pet Stores, Animal Shelters, Pets",Saint Louis,MO,63103,2.5
2lRNoZXy3BkN3XPrdC-vlQ,Nashville Pet Products,"Pet Stores, Pets",Nashville,TN,37221,5.0
pd8lx4So-ad4SpSN5QFHBg,Nevada Humane Society,"Animal Shelters, Veterinarians, Pet Sitting, Pet Services, Pet Stores, Pets",Reno,NV,89502,4.0
wi2uiw74315VlC8E0vkhug,Island Dog Outfitters,"Pet Stores, Pet Services, Pets, Pet Groomers",Clearwater Beach,FL,33767,4.5
4lK7txpKqZmUAHomMdM83A,Fluffy Mutt Grooming Salon,"Pet Stores, Pet Groomers, Pet Services, Pets",Metairie,LA,70005,4.5
MgWGf9ZIcLGCsv3PrFp-qA,PetSmart,"Pets, Pet Groomers, Pet Stores, Pet Services, Pet Training",Arnold,MO,63010,2.0
OajA74OzhKjeuSpv_Hr54g,PetSmart,"Pet Stores, Pet Services, Pets, Pet Training, Pet Sitting, Pet Groomers",West Berlin,NJ,08091,3.0
GjKxDvRl-Z2h4Fccung2eQ,Pet Supermarket,"Pets, Pet Stores",Sparks,NV,89431,3.5
C5Nwl3I2luh-k5ePQ-kLmw,Parker's Paws Animal Hospital,"Pet Stores, Pet Services, Veterinarians, Pets, Pet Training",Nashville,TN,37205,5.0
4s8dGk8Yi49cOTD-QPz9-Q,Petcetera,"Pet Services, Pet Stores, Pets, Pet Sitting, Pet Training, Pet Groomers",New Orleans,LA,70115,3.5
MPTi75aYZzjuKXB8e9jvBQ,Treetops Kitty Cafe,"Pets, Community Service/Non-Profit, Local Services, Pet Stores, Pet Adoption, Restaurants, Cafes, Themed Cafes",Kennett Square,PA,19348,4.5
bxfTTZ2huLXi5EuEiwWTTw,Petco,"Pets, Pet Training, Pet Services, Pet Groomers, Pet Stores",Willow Grove,PA,19090,2.0
tyFB2ZO49QOmguda4d2qMg,Spoiled Petz Grooming,"Pet Services, Pet Groomers, Pets, Pet Stores",Reno,NV,89523,4.5
8aJGAFGnzp466KkposGQtA,Furry Friends Pet Grooming Shop,"Pets, Pet Stores, Pet Services, Pet Groomers, Pet Sitting",Saint Petersburg,FL,33703,5.0
FnRbuHh40BPB4u2RfJBUmQ,PetSmart,"Pet Services, Pet Training, Pets, Pet Stores, Pet Groomers",Brookhaven,PA,19015,2.5
xChRp1Aqqxnk5H4t-TMW9g,Santa Barbara Koi,"Pool & Hot Tub Service, Pets, Home & Garden, Nurseries & Gardening, Home Services, Pet Stores, Landscaping, Local Fish Stores, Hot Tub & Pool, Shopping",Santa Barbara,CA,93101,4.5
7o1UMjxlm3m_Z04JmzS5hA,Corals and Fins,"Aquariums, Aquarium Services, Active Life, Pet Stores, Pet Services, Pets",Tampa,FL,33634,5.0
AMN-OTW52_fViTt3vo3dTA,PetSmart,"Pet Training, Pet Stores, Pets, Pet Services, Pet Groomers, Pet Sitting",Tucson,AZ,85710,3.0
jlOnEtARzrVDGGhXZ36T8g,Petco,"Pet Groomers, Pet Services, Pet Stores, Pet Training, Pets, Pet Sitting",Harvey,LA,70058,2.5
dCFptNgnFQ8t0IG1Mj1NQA,Ham + Bone,"Pet Stores, Pet Groomers, Pets, Pet Services",Philadelphia,PA,19125,4.5
XQLdTCJvjoxxqrYGiE-YYQ,Varietees Bird Store,"Pets, Pet Stores, Bird Shops",Valley Park,MO,63088,5.0
tG9yZDD0XMtC9WKIqrEICg,Feed Depot,"Pet Stores, Pets",Lutz,FL,33548,4.5
m_hMeLTodOd07zWtfD-IPg,PetSmart,"Pet Stores, Pet Services, Pets, Pet Training, Pet Groomers",Philadelphia,PA,19145,3.0
v-AC2JmLx1cLW8wJUB8gSg,Doggie Style Pets ,"Pet Stores, Pets, Pet Groomers, Pet Services",Philadelphia,PA,19125,4.5
yoWl-47NCfhdOZ4YvLwVBA,Petco,"Pet Services, Pet Groomers, Pet Stores, Pets, Pet Training",Franklin,TN,37067,2.0
YyGXOcGysBOzRPHXmr1ieA,Pets Unlimited,"Shopping, Nurseries & Gardening, Home & Garden, Pets, Pet Services, Aquarium Services, Pet Stores",Clearwater,FL,33765,2.5
-k1gkFIZ9xdsjGSfNI6IKg,PetSmart,"Pet Services, Pets, Pet Groomers, Pet Sitting, Pet Training, Pet Stores",Brentwood,TN,37027,3.5
sWAd8Kt87n86IeNC6BmTqA,Pet Wants Nashville South,"Pet Stores, Pets, Food Delivery Services, Food, Pet Services",Nashville,TN,37203,5.0
FNVICJmHW_DfbSLb1LT1nQ,Mani PETi Pet Grooming,"Pets, Pet Services, Pet Groomers, Pet Stores",Marlton,NJ,08053,4.0
0MpgyhqBb4k7MNV2W9vrIQ,SPCA Suncoast,"Animal Shelters, Pet Stores, Pets",New Port Richey,FL,34653,3.0
STxJNPhcfYuwZOAy74rhEQ,PetSmart,"Pet Training, Pets, Pet Services, Pet Groomers, Pet Sitting, Pet Stores",Madison,TN,37115,3.5
hSXmH_87S2RUkBl-Gqpbgw,Pet City,"Pets, Aquariums, Pet Stores, Active Life",Land O Lakes,FL,34639,3.0
pWA8iauMapGgshXWJDzLGQ,North Tampa Pet Depot,"Veterinarians, Pet Groomers, Pet Stores, Pets, Pet Services",Tampa,FL,33647,3.5
yjkwS1lhEBbGCMd0-PK_Tw,Marine Warehouse Aquarium,"Pets, Aquarium Services, Pet Stores, Reptile Shops, Active Life, Pet Services",Tampa,FL,33615,3.5
ZOpN8DhOaCV7IDDTr7G7Tg,Petco,"Pet Services, Pet Training, Pet Stores, Pets, Pet Groomers",Tucson,AZ,85737,3.5
MFt52xaxxNQ2TiRyaDJnsQ,PetSmart,"Pet Groomers, Pet Training, Pet Services, Pet Stores, Pets",Hendersonville,TN,37075,2.5
IbpHszCjEfdcBrKmDD9pVg,Grooming By House Of Phideau,"Pet Sitting, Pet Groomers, Pets, Pet Stores, Pet Services",Saint Louis,MO,63109,4.0
OFQ1xFzRXHDPnz3h25T1CQ,Bark Life,"Pet Groomers, Pet Services, Pet Sitting, Pet Boarding, Pets, Pet Stores",Saint Petersburg,FL,33710,3.5
VT-0pWzJxl9r3ZYoEbuUQA,Concord Pet Foods and Supplies,"Pets, Pet Stores",Wilmington,DE,19803,3.0
0OMGkc4IUS9jSDUm1gGJ9A,Groomingdales,"Pet Services, Pets, Pet Groomers, Pet Sitting, Pet Stores, Pet Boarding",Tucson,AZ,85718,4.0
GSp-ZOB76vB-AOGL5mWO1A,Dunedin Pet Supply ,"Pet Stores, Pets",Dunedin,FL,34698,4.5
H6U5WreDWXMmrkWQNrvO4g,Dogs and Kat:  Dog Training & Behavior Counseling,"Pet Training, Pet Services, Pets, Pet Stores",Nashville,TN,37211,4.5
LF2nKVz9o8KIkBPkJkZu9w,PetSmart,"Pet Services, Pet Training, Pet Groomers, Pets, Pet Stores",Tucson,AZ,85712,3.5
dPt9QgLAIuI2a-CKdv5cSA,Santa Barbara Humane ,"Pet Stores, Pets, Pet Training, Animal Shelters, Pet Services, Pet Sitting, Pet Boarding, Veterinarians",Santa Barbara,CA,93111,3.0
ZxpocckYL7-Zslaxbg4h6Q,Jefferson Feed - Veterans,"Pets, Pet Services, Pet Groomers, Pet Adoption, Pet Stores",Metairie,LA,70002,4.5
0cMyW5RpRbr4-criIhZ8Pg,Wild Birds Unlimited,"Local Services, Pets, Bird Shops, Pet Stores",Cherry Hill,NJ,08034,5.0
pJ5200dOXTobzH--hltbuA,Concord Pet Foods & Supplies,"Pets, Food, Pet Services, Pet Stores",Malvern,PA,19355,3.5
SN7b2DmGYSSIu5sesPXlnA,Pet Supermarket,"Pet Services, Pets, Pet Stores",Brandon,FL,33511,3.0
YJl92FJSgF9l9gMqClrdLQ,We Love Pets,"Pets, Pet Services, Pet Sitting, Pet Stores",Media,PA,19063,2.0
x6lR5JRsISIVhoPMsNwNrg,PetSmart,"Pets, Pet Services, Pet Groomers, Pet Training, Pet Stores",Wesley Chapel,FL,33545,2.5
1KbhvrhHHYcgfqj4jQE1YA,Green's Feed,"Pet Stores, Propane, Pets, Local Services",Reno,NV,89506,4.0
crRUwlg4u4VLLnGcOe9Ang,Petco,"Pets, Pet Services, Pet Stores, Pet Training, Pet Groomers",Royersford,PA,19468,2.0
SVtmgLhl2vxsMjMCOhNmsg,Trade Winds Aquarium & Pet Center,"Pets, Pet Stores",Philadelphia,PA,19104,2.0
UCwILRvstNha42tmzguDrg,As the Fur Flies,"Pets, Pet Services, Pet Stores, Pet Groomers, Pet Sitting",Hatboro,PA,19040,2.5
Ly9dCC7Wa5qZAzUjZC_CPg,PetSmart,"Pet Services, Pet Groomers, Pets, Pet Training, Pet Stores",St Petersburg,FL,33702,2.5
EoihMpIhNEJF4yk7EQv9rw,Dog Town,"Pet Sitting, Pet Groomers, Pet Boarding, Pet Services, Pets, Pet Stores",Hatfield,PA,19440,3.5
guntRuj2Ge9-KNRDvbdOsg,Aquatic Specialties,"Aquariums, Home & Garden, Aquarium Services, Pet Stores, Active Life, Shopping, Pets, Pet Services",Kenner,LA,70065,4.0
OMD0wE81P_LVkKcbirVCpQ,Puff N Stuff Pet Salon,"Pet Stores, Pet Sitting, Pet Services, Pet Groomers, Pets",Palm Harbor,FL,34684,3.5
D1qQ1v-lWjbucIg47YaZIQ,City Dogs Grocery,"Pets, Pet Stores",Indianapolis,IN,46203,4.0
nVjiVQkb3WBN7lRCYN8O-w,PetSmart,"Pet Stores, Pets, Pet Services, Pet Groomers, Pet Training",Belleville,IL,62226,2.0
uSYNidLHh31MKl2zowtZnA,Healthy Tails,"Shopping, Pet Stores, Pets",Reno,NV,89511,5.0
cjdLClgUX_MrNAEO7LvpGQ,Petco,"Pets, Pet Stores, Pet Services, Pet Training, Pet Groomers",Cherry Hill,NJ,08002,3.0
lpsR89F2Hv6-odsv7f7EqQ,Hickory Plaza Veterinary Clinic,"Pet Groomers, Pet Sitting, Veterinarians, Pet Stores, Pets, Pet Services",Nashville,TN,37211,2.5
agUKLFMfQwLjRSQyZBRCaw,Petco,"Pet Groomers, Pet Stores, Pet Services, Pets, Pet Training",Clifton Heights,PA,19018,3.5
Vn7A8ZNkV_v1PUCvmzzBVg,Tarpon Animal Hospital,"Pet Groomers, Veterinarians, Pet Hospice, Pet Services, Pets, Pet Stores, Pet Boarding, Pet Sitting",Tarpon Springs,FL,34689,4.5
qKRNXtX12wJ7OBVHY1C_gw,Uncle Bill's Pet Centers Express,"Pets, Pet Stores",Indianapolis,IN,46220,3.0
Uel0zAxvuSu1-jHwicQjFg,Wags & Whiskers,"Pet Groomers, Pet Services, Pet Stores, Pets",Nashville,TN,37206,4.5
sH1sJkFgBTTUWeY6YvMb9w,The Tahyo,"Pets, Pet Stores",New Orleans,LA,70116,4.5
z9a9bH-5pX_UgkiVewKKVA,Royal Pets Market & Resort,"Veterinarians, Pet Services, Pet Stores, Pets, Pet Sitting",Palm Harbor,FL,34684,3.5
19SDTr1WBLzUHmWeUAhQEg,Sea Life Fish & Aquariums,"Aquariums, Local Fish Stores, Pets, Active Life, Pet Stores",Saint Petersburg,FL,33714,4.5
HgRlRpsuuwkOU1Ivm7vznw,PetWorks,"Pet Stores, Pets",St. Petersburg,FL,33701,5.0
ZMmO7WRtPnDlCMO7xZgqyA,A Dog's Life,"Pets, Pet Stores",Reno,NV,89509,4.0
wvfR3CRWuMvKUBtlWusOwg,Holistic Animal Care Shoppes,"Veterinarians, Pet Stores, Pet Services, Pets, Pet Sitting",Tucson,AZ,85710,4.5
uRKic74vdysr19utOlI_Ww,Petco,"Pet Groomers, Pet Stores, Pet Sitting, Pets, Pet Training, Pet Services",Boise,ID,83704,2.5
3cL0JxBevkCbNqQaQtNeJg,Tj Maxx,"Shopping, Pet Stores, Department Stores, Accessories, Fashion, Pets",Tucson,AZ,85743,3.5
9zptBA5l0cMZQ2RMAG2P9g,Pet Valu,"Pet Stores, Pets, Pet Groomers, Pet Services",Dresher,PA,19025,4.5
KsJzoaJdIUww8XOYxXso4g,BarkWash & Treat Shoppe,"Bakeries, Pet Groomers, Food, Pets, Pet Services, Pet Stores",Meridian,ID,83642,4.0
I6Me04uzybNN1JjsW8Ta7g,PetSmart,"Pet Groomers, Pet Training, Pets, Pet Stores, Pet Services",Valrico,FL,33596,1.5
4Aa-Q08ohnFl9NFli2h2lA,Dog Oasis,"Pet Stores, Pet Boarding, Pet Groomers, Pet Sitting, Pet Services, Pets",Goodlettsville,TN,37072,5.0
EJi0WqUU7PDYjMtmwn9OMg,Petco,"Pet Training, Pet Sitting, Pets, Pet Stores, Pet Groomers, Pet Services",Alton,IL,62002,4.5
W6eF6ozZsjn3CT1HY9OynQ,Aquarium World,"Aquariums, Aquarium Services, Active Life, Pets, Pet Services, Pet Stores",Boothwyn,PA,19061,5.0
jwrxYjQ-3VzGluTzBRj1eQ,Barks NV Salon & Spa,"Pets, Pet Stores, Pet Groomers, Pet Services",Sparks,NV,89431,4.5
eopQoGi9wFhS4Aq8kL33mg,Broadway Pampered Pets,"Pet Sitting, Pet Services, Pets, Pet Groomers, Pet Stores",Boise,ID,83706,3.5
0mzvcpk6nMjGsAgK1gBtvA,Animal House Naturals Pet Center,"Pets, Home Services, Fences & Gates, Pet Stores, Active Life, Aquariums",Saint Petersburg,FL,33704,4.0
VvSFhhYsXb7xt4E2Fbsbvw,Healthy Tails,"Pets, Pet Stores",Reno,NV,89519,4.5
wB02espTSn_K3q9fu959jg,Silver Maple Pet Center,"Pet Training, Pets, Pet Services, Pet Sitting, Pet Boarding, Pet Groomers, Pet Stores",Saint Louis,MO,63131,4.5
KuKOSr4ueomTctc23KJHRw,Healthy Pet,"Pet Stores, Pets",Santa Barbara,CA,93105,5.0
omajLk5qJk6BqZ69rp0CIw,Wolfgang's Pet Stop Downtown West,"Pets, Pet Training, Pet Stores, Pet Sitting, Pet Services, Pet Groomers",Saint Louis,MO,63103,4.0
2QOTAx4y8zfS5-ivV_xmoA,PetSmart,"Pet Services, Pet Groomers, Pets, Pet Training, Pet Stores",Philadelphia,PA,19146,4.0
6OOxSSYRJU3-MbBi8u27Lg,Elite Doggie Daycare & Boarding,"Pet Sitting, Pet Stores, Pet Services, Pets",Reno,NV,89503,3.0
h1bljGJPLtjsDimsGY-mjg,Pet Supermarket,"Pet Groomers, Pet Stores, Pet Services, Pets",Bellevue,TN,37221,4.0
T33982lrqDobYvS-WX2ltg,Sensational Pets,"Aquariums, Pet Services, Pet Sitting, Active Life, Pet Stores, Pets",Santa Barbara,CA,93105,4.5
b71nlIb3YvuiCC4OtE2zSw,Petco,"Pets, Pet Stores, Pet Groomers, Pet Training, Pet Services",Brooklawn,NJ,08030,4.5
bT_ew6q5rdIHRs3niekTLw,PetSmart,"Pet Stores, Pet Services, Pet Groomers, Pets, Pet Training, Pet Sitting",Saint Petersburg,FL,33709,2.5
cSG9-aCxGhqx8U92vL-b6Q,Pet Supplies Plus - Cherry Hill,"Pets, Pet Adoption, Pet Services, Local Fish Stores, Reptile Shops, Pet Groomers, Pet Stores, Bird Shops, Aquarium Services",Cherry Hill,NJ,08034,4.5
6_LSjYtLz0or0rhwKrZfJA,Pet Valu,"Pets, Pet Stores",Wayne,PA,19087,4.0
xcROp1cEjok4i46048bR6A,Petco,"Pet Training, Pet Groomers, Pet Stores, Pet Services, Pets",Tarpon Springs,FL,34689,2.0
jv1pVAggyjTqMjlzdPrYBQ,Pet Valu,"Pet Services, Pet Stores, Pets, Pet Adoption, Pet Groomers",Indianapolis,IN,46259,3.0
6qRX8mY3CxdmYkLvVHUcsQ,Banfield Pet Hospital,"Pets, Veterinarians, Pet Stores, Animal Shelters",Woodbury,NJ,08096,1.5
XfvACaByT8P45zVCZuMMGg,Petco,"Pet Training, Pet Services, Pets, Pet Stores, Pet Groomers",Pinellas Park,FL,33781,3.0
nciqTzT85h7meuS9SbzEOw,Rail City Garden Center,"Home Decor, Pet Stores, Home & Garden, Local Fish Stores, Tree Services, Shopping, Nurseries & Gardening, Home Services, Pets",Sparks,NV,89434,3.0
PAZMrwNoT43AwMkPBAaxmQ,My Natural Pet,"Pets, Pet Stores",Dunedin,FL,34698,5.0
vSABTtmMTRFFEb9rlLarLw,Pet Valu,"Pet Stores, Pet Services, Pets",Jenkintown,PA,19046,3.5
TJCz3VvSOi9W-mi-6nsxXg,PetSmart,"Pet Services, Pets, Pet Sitting, Pet Stores, Pet Training, Pet Groomers",Plymouth Meeting,PA,19462,2.5
WrJ76ufOQn2RGGOY7ugbbQ,Belleville Animal Clinic,"Pet Stores, Pet Services, Pet Groomers, Veterinarians, Pets",Belleville,IL,62221,3.0
kwa05IX-ATPUVI3VtPTExg,Petco,"Pet Stores, Pet Groomers, Pet Services, Pets, Pet Training",Reno,NV,89502,3.5
SZObJze8-jvGO1Shx6wDKA,Barks by the Bay & Meows Too,"Pet Groomers, Pet Stores, Pets, Pet Services",Tampa,FL,33629,4.5
Ymn1rxvCA63-aRMJJj4AZA,Animal House Cat Rescue and Adoption Center,"Animal Shelters, Pet Stores, Pets",Saint Louis,MO,63110,4.0
_sNyLAjq7xVizVCAklmzNg,City Dogs Grocery - Mass ave,"Pet Stores, Pets",Indianapolis,IN,46204,4.5
u8J1nL2ZwOB4nRRN5v88vA,PetSmart,"Pet Training, Pet Groomers, Pet Services, Pets, Pet Stores",Santa Barbara,CA,93103,3.5
uqEOu1X1-FQYhadzXAG-gw,The Aquarium & Fish Store,"Local Fish Stores, Pet Stores, Pets",Brandon,FL,33511,3.5
HdMymnW-fqNdtv2NOa2g0w,Fit For A Dog,"Pet Training, Pets, Pet Services, Pet Sitting, Rehabilitation Center, Health & Medical, Pet Stores",Havertown,PA,19083,4.5
RvR_BNuNOmn42b-nRy8bgQ,The Puppy Stop & Adopt,"Pets, Pet Stores",Turnersville,NJ,08012,2.0
fdgh2G8VCj5hAOLX_g_yXw,PetSmart,"Pet Training, Pets, Pet Services, Pet Groomers, Pet Stores",Saint Louis,MO,63116,3.0
E7_A9rnYlTqKt38VLIjfQQ,Booth's Corner Pet Supply,"Pets, Pet Stores",Marcus Hook,PA,19061,2.5
iNjvowVetBKkdnVLDyT77w,Petco,"Pet Stores, Pet Training, Pet Groomers, Pets, Pet Services",Paoli,PA,19301,2.5
uspS7OqZ3mkEhECCXB2NGQ,EarthWise Pet Turnersville,"Pet Groomers, Pet Stores, Pet Services, Pets",Turnersville,NJ,08012,4.0
V9jaPOVunRtBdtGGMypqVg,Frandeka's Soulard Fish Meat Feed & Pet Shop,"Meat Shops, Pets, Pet Stores, Butcher, Specialty Food, Food",Saint Louis,MO,63104,4.5
FqMcpE8vFsQyX_WpgBw35Q,EarthWise Pet Voorhees,"Pet Services, Pets, Pet Groomers, Pet Stores",Voorhees Township,NJ,08043,4.5
YqUsPww5SC4DH4VB1gjC6Q,Petco,"Pet Groomers, Pet Services, Pet Training, Pets, Pet Stores",Tucson,AZ,85715,4.0
XmFnHSUWThAMq7nOaM2bSQ,Canine Cabana,"Pets, Pet Training, Pet Stores, Pet Services, Pet Sitting, Pet Boarding, Pet Groomers",Riverview,FL,33569,4.5
jv0krwTiojHqSeyTuWHh2A,Woof Gang Bakery and Grooming St Petersburg,"Pet Groomers, Pet Sitting, Pets, Pet Services, Pet Stores",St. Pete,FL,33701,4.0
OgVdHdnjUP1vl5_N47Hl5w,PetSmart,"Pet Training, Pets, Pet Stores, Pet Services, Pet Sitting, Pet Groomers",Castleton,IN,46250,3.5
ak_csGYTzcgxq08mzHPh1Q,Crossroads Feed Barn,"Pet Stores, Pets",Brownsburg,IN,46112,5.0
r4D7_LX3JowSbx4QUpoaNg,Monster Pets,"Pets, Shopping, Pet Stores",Philadelphia,PA,19148,2.5
psB1OnCIgVovo-pX0HRiIw,Petsway,"Pet Training, Pets, Pet Stores, Pet Services, Pet Groomers",St Louis,MO,63123,3.5
WqZM3ZjJ9JiBQsseJXGlkw,Unleashed,"Pet Groomers, Pet Stores, Pets, Pet Services, Pet Training",Philadelphia,PA,19130,4.5
p0rW9IPFT8KAdWOo82Yk1g,Zimmers Pets,"Pet Stores, Pets",Boyertown,PA,19512,1.5
